person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,age_group,income_group,loan_amount_group,total_loan_cost,disposable_income_est,emp_to_age_ratio,cred_hist_to_age_ratio,high_risk_flag
26.0,56000.0,RENT,4.0,DEBTCONSOLIDATION,C,25000.0,12.87,1,0.45,N,2.0,20-25,middle,very large,28217.5,31000.0,0.15384615384615385,0.07692307692307693,0
24.0,203500.0,OWN,8.0,MEDICAL,C,20000.0,13.04,0,0.1,N,3.0,20-25,high,very large,22608.0,183500.0,0.3333333333333333,0.125,0
23.0,190000.0,MORTGAGE,5.0,EDUCATION,F,22000.0,17.58,1,0.12,Y,3.0,20-25,high,very large,25867.6,168000.0,0.21739130434782608,0.13043478260869565,0
23.0,13920.0,OWN,2.0,PERSONAL,E,7750.0,17.04,1,0.56,N,4.0,20-25,low,medium,9070.599999999999,6170.0,0.08695652173913043,0.17391304347826086,0
24.0,60000.0,RENT,0.0,PERSONAL,B,25000.0,10.99,1,0.42,N,3.0,20-25,middle,very large,27747.500000000004,35000.0,0.0,0.125,0
24.0,60000.0,RENT,2.0,PERSONAL,B,25000.0,11.11,1,0.42,N,3.0,20-25,middle,very large,27777.5,35000.0,0.08333333333333333,0.125,0
26.0,54000.0,RENT,7.0,DEBTCONSOLIDATION,D,25000.0,14.83,1,0.46,Y,2.0,20-25,middle,very large,28707.499999999996,29000.0,0.2692307692307692,0.07692307692307693,1
23.0,14000.0,OWN,2.0,DEBTCONSOLIDATION,D,4000.0,12.756,1,0.29,N,3.0,20-25,low,small,4510.24,10000.0,0.08695652173913043,0.13043478260869565,0
24.0,200000.0,RENT,8.0,MEDICAL,B,12000.0,12.69,0,0.06,N,2.0,20-25,high,large,13522.8,188000.0,0.3333333333333333,0.08333333333333333,0
24.0,200000.0,MORTGAGE,8.0,HOMEIMPROVEMENT,C,12000.0,13.49,0,0.06,N,2.0,20-25,high,large,13618.800000000001,188000.0,0.3333333333333333,0.08333333333333333,0
21.0,200000.0,MORTGAGE,5.0,EDUCATION,C,16000.0,14.65,0,0.08,N,4.0,20-25,high,very large,18344.0,184000.0,0.23809523809523808,0.19047619047619047,0
25.0,54000.0,RENT,3.0,HOMEIMPROVEMENT,E,25000.0,16.82,1,0.46,N,4.0,20-25,middle,very large,29205.000000000004,29000.0,0.12,0.16,0
23.0,60000.0,RENT,3.0,PERSONAL,C,25000.0,12.73,1,0.42,N,3.0,20-25,middle,very large,28182.5,35000.0,0.13043478260869565,0.13043478260869565,0
23.0,60000.0,RENT,7.0,PERSONAL,B,25000.0,10.25,1,0.42,N,4.0,20-25,middle,very large,27562.5,35000.0,0.30434782608695654,0.17391304347826086,0
21.0,60000.0,RENT,6.0,EDUCATION,B,25000.0,10.99,1,0.42,N,4.0,20-25,middle,very large,27747.500000000004,35000.0,0.2857142857142857,0.19047619047619047,0
25.0,61959.0,RENT,9.0,MEDICAL,C,25000.0,12.73,1,0.4,N,2.0,20-25,middle,very large,28182.5,36959.0,0.36,0.08,0
22.0,56400.0,RENT,2.0,HOMEIMPROVEMENT,D,25000.0,14.96,1,0.44,Y,3.0,20-25,middle,very large,28740.0,31400.0,0.09090909090909091,0.13636363636363635,1
23.0,200000.0,MORTGAGE,7.0,EDUCATION,A,28000.0,12.104000000000001,0,0.14,N,2.0,20-25,high,very large,31389.120000000003,172000.0,0.30434782608695654,0.08695652173913043,0
21.0,200000.0,MORTGAGE,2.0,DEBTCONSOLIDATION,C,25000.0,13.99,0,0.13,N,2.0,20-25,high,very large,28497.499999999996,175000.0,0.09523809523809523,0.09523809523809523,0
24.0,200000.0,MORTGAGE,3.0,VENTURE,A,24000.0,7.49,0,0.12,N,4.0,20-25,high,very large,25797.6,176000.0,0.125,0.16666666666666666,0
26.0,200000.0,MORTGAGE,4.0,EDUCATION,C,15000.0,14.79,0,0.07,N,3.0,20-25,high,large,17218.5,185000.0,0.15384615384615385,0.11538461538461539,0
25.0,200000.0,MORTGAGE,2.0,DEBTCONSOLIDATION,B,15500.0,11.99,0,0.08,N,2.0,20-25,high,very large,17358.449999999997,184500.0,0.08,0.08,0
24.0,200000.0,RENT,8.0,EDUCATION,A,10000.0,8.49,0,0.05,N,4.0,20-25,high,medium,10849.0,190000.0,0.3333333333333333,0.16666666666666666,0
24.0,66000.0,RENT,3.0,EDUCATION,B,25000.0,9.91,1,0.38,N,2.0,20-25,middle,very large,27477.5,41000.0,0.125,0.08333333333333333,0
22.0,66000.0,RENT,6.0,EDUCATION,C,25000.0,13.06,1,0.38,Y,3.0,20-25,middle,very large,28265.0,41000.0,0.2727272727272727,0.13636363636363635,1
22.0,200000.0,MORTGAGE,6.0,DEBTCONSOLIDATION,A,9000.0,6.17,0,0.04,N,4.0,20-25,high,medium,9555.300000000001,191000.0,0.2727272727272727,0.18181818181818182,0
25.0,200000.0,RENT,5.0,EDUCATION,D,18000.0,16.32,0,0.09,N,3.0,20-25,high,very large,20937.6,182000.0,0.2,0.12,0
25.0,200000.0,MORTGAGE,2.0,VENTURE,B,12000.0,10.38,0,0.06,N,2.0,20-25,high,large,13245.600000000002,188000.0,0.08,0.08,0
25.0,200000.0,MORTGAGE,9.0,PERSONAL,C,23050.0,14.35,0,0.12,N,3.0,20-25,high,very large,26357.675,176950.0,0.36,0.12,0
24.0,200000.0,MORTGAGE,8.0,DEBTCONSOLIDATION,B,20000.0,10.928,0,0.1,N,3.0,20-25,high,very large,22185.600000000002,180000.0,0.3333333333333333,0.125,0
24.0,60000.0,RENT,2.0,DEBTCONSOLIDATION,E,25000.0,11.214,1,0.42,Y,2.0,20-25,middle,very large,27803.499999999996,35000.0,0.08333333333333333,0.08333333333333333,1
21.0,14400.0,OWN,0.0,HOMEIMPROVEMENT,B,3000.0,12.718,1,0.21,N,4.0,20-25,low,small,3381.5400000000004,11400.0,0.0,0.19047619047619047,0
26.0,66996.0,RENT,10.0,PERSONAL,D,25000.0,15.21,1,0.37,Y,2.0,20-25,middle,very large,28802.499999999996,41996.0,0.38461538461538464,0.07692307692307693,1
23.0,67000.0,RENT,3.0,EDUCATION,A,25000.0,7.9,1,0.37,N,4.0,20-25,middle,very large,26975.0,42000.0,0.13043478260869565,0.17391304347826086,0
24.0,67000.0,RENT,2.0,VENTURE,B,25000.0,10.99,1,0.37,N,3.0,20-25,middle,very large,27747.500000000004,42000.0,0.08333333333333333,0.125,0
24.0,68000.0,RENT,5.0,PERSONAL,D,25000.0,14.09,1,0.37,Y,3.0,20-25,middle,very large,28522.5,43000.0,0.20833333333333334,0.125,1
25.0,69000.0,RENT,9.0,PERSONAL,D,25000.0,17.49,1,0.36,N,2.0,20-25,middle,very large,29372.5,44000.0,0.36,0.08,0
25.0,200000.0,MORTGAGE,0.0,EDUCATION,B,12000.0,11.48,0,0.06,N,3.0,20-25,high,large,13377.6,188000.0,0.0,0.12,0
26.0,188000.0,MORTGAGE,10.0,VENTURE,E,20000.0,17.74,1,0.11,N,2.0,20-25,high,very large,23548.0,168000.0,0.38461538461538464,0.07692307692307693,0
26.0,200000.0,MORTGAGE,4.0,PERSONAL,C,3000.0,13.92,0,0.01,N,3.0,20-25,high,small,3417.6,197000.0,0.15384615384615385,0.11538461538461539,0
25.0,69996.0,RENT,9.0,EDUCATION,D,25000.0,15.21,1,0.36,N,3.0,20-25,middle,very large,28802.499999999996,44996.0,0.36,0.12,0
22.0,14400.0,OWN,2.0,MEDICAL,B,4000.0,10.99,1,0.28,N,3.0,20-25,low,small,4439.6,10400.0,0.09090909090909091,0.13636363636363635,0
24.0,70000.0,RENT,3.0,EDUCATION,B,25000.0,11.86,1,0.36,N,4.0,20-25,middle,very large,27965.0,45000.0,0.125,0.16666666666666666,0
24.0,14400.0,OWN,5.0,PERSONAL,A,6000.0,7.49,1,0.42,N,3.0,20-25,low,medium,6449.4,8400.0,0.20833333333333334,0.125,0
24.0,56100.0,RENT,7.0,MEDICAL,D,25000.0,16.49,1,0.38,N,4.0,20-25,middle,very large,29122.5,31100.0,0.2916666666666667,0.16666666666666666,0
25.0,66000.0,RENT,9.0,VENTURE,D,25000.0,15.33,1,0.38,Y,2.0,20-25,middle,very large,28832.5,41000.0,0.36,0.08,1
26.0,66000.0,RENT,3.0,HOMEIMPROVEMENT,B,25000.0,11.58,1,0.38,N,4.0,20-25,middle,very large,27894.999999999996,41000.0,0.11538461538461539,0.15384615384615385,0
25.0,14400.0,OWN,7.0,EDUCATION,A,5375.0,5.79,1,0.37,N,2.0,20-25,low,medium,5686.212500000001,9025.0,0.28,0.08,0
25.0,72612.0,RENT,9.0,MEDICAL,C,25000.0,13.11,1,0.34,N,2.0,20-25,middle,very large,28277.5,47612.0,0.36,0.08,0
23.0,74000.0,RENT,3.0,MEDICAL,B,25000.0,10.36,1,0.34,N,3.0,20-25,middle,very large,27589.999999999996,49000.0,0.13043478260869565,0.13043478260869565,0
25.0,75000.0,RENT,9.0,DEBTCONSOLIDATION,B,25000.0,10.36,1,0.33,N,2.0,20-25,middle,very large,27589.999999999996,50000.0,0.36,0.08,0
24.0,192000.0,RENT,0.0,MEDICAL,C,22000.0,9.884,0,0.11,Y,2.0,20-25,high,very large,24174.48,170000.0,0.0,0.08333333333333333,0
25.0,191000.0,MORTGAGE,1.0,MEDICAL,B,10000.0,12.53,0,0.05,N,4.0,20-25,high,medium,11253.0,181000.0,0.04,0.16,0
26.0,190300.0,MORTGAGE,5.0,PERSONAL,A,15000.0,11.552000000000001,0,0.08,N,3.0,20-25,high,large,16732.8,175300.0,0.19230769230769232,0.11538461538461539,0
22.0,190000.0,MORTGAGE,3.0,VENTURE,C,10000.0,11.108,0,0.05,N,3.0,20-25,high,medium,11110.800000000001,180000.0,0.13636363636363635,0.13636363636363635,0
24.0,75000.0,RENT,4.0,EDUCATION,B,25000.0,10.25,1,0.33,N,4.0,20-25,middle,very large,27562.5,50000.0,0.16666666666666666,0.16666666666666666,0
22.0,71000.0,RENT,1.0,EDUCATION,D,25000.0,15.95,1,0.35,Y,4.0,20-25,middle,very large,28987.5,46000.0,0.045454545454545456,0.18181818181818182,0
26.0,190000.0,MORTGAGE,3.0,VENTURE,B,20000.0,12.18,0,0.11,N,4.0,20-25,high,very large,22435.999999999996,170000.0,0.11538461538461539,0.15384615384615385,0
23.0,189996.0,OWN,0.0,PERSONAL,B,24000.0,11.83,0,0.13,N,3.0,20-25,high,very large,26839.2,165996.0,0.0,0.13043478260869565,0
23.0,78000.0,RENT,7.0,DEBTCONSOLIDATION,C,25000.0,14.294,1,0.32,Y,2.0,20-25,high-middle,very large,28573.5,53000.0,0.30434782608695654,0.08695652173913043,0
23.0,78000.0,RENT,1.0,VENTURE,B,25000.0,10.62,1,0.32,N,3.0,20-25,high-middle,very large,27655.0,53000.0,0.043478260869565216,0.13043478260869565,0
23.0,78504.0,RENT,7.0,VENTURE,B,25000.0,10.74,1,0.32,N,3.0,20-25,high-middle,very large,27685.0,53504.0,0.30434782608695654,0.13043478260869565,0
25.0,186000.0,OWN,9.0,VENTURE,B,10000.0,10.25,0,0.05,N,4.0,20-25,high,medium,11025.0,176000.0,0.36,0.16,0
24.0,185000.0,MORTGAGE,6.4,EDUCATION,B,35000.0,12.42,0,0.19,N,2.0,20-25,high,very large,39347.0,150000.0,0.26666666666666666,0.08333333333333333,0
25.0,185000.0,RENT,6.0,VENTURE,C,15000.0,15.27,0,0.08,N,2.0,20-25,high,large,17290.5,170000.0,0.24,0.08,0
24.0,62050.0,RENT,8.0,MEDICAL,D,25000.0,15.33,1,0.34,Y,2.0,20-25,middle,very large,28832.5,37050.0,0.3333333333333333,0.08333333333333333,0
23.0,79416.0,RENT,7.0,VENTURE,D,25000.0,15.21,1,0.31,Y,2.0,20-25,high-middle,very large,28802.499999999996,54416.0,0.30434782608695654,0.08695652173913043,0
21.0,14400.0,OWN,4.0,VENTURE,C,6250.0,14.72,1,0.43,N,2.0,20-25,low,medium,7170.0,8150.0,0.19047619047619047,0.09523809523809523,0
24.0,79631.0,RENT,8.0,PERSONAL,D,25000.0,15.7,1,0.31,Y,2.0,20-25,high-middle,very large,28925.0,54631.0,0.3333333333333333,0.08333333333333333,0
24.0,79632.0,RENT,0.0,EDUCATION,C,25000.0,13.35,1,0.31,N,4.0,20-25,high-middle,very large,28337.5,54632.0,0.0,0.16666666666666666,0
21.0,14400.0,MORTGAGE,0.0,MEDICAL,C,1500.0,12.918000000000001,0,0.1,N,4.0,20-25,low,small,1693.7700000000002,12900.0,0.0,0.19047619047619047,0
24.0,80000.0,RENT,6.0,EDUCATION,A,25000.0,6.62,1,0.31,N,2.0,20-25,high-middle,very large,26655.0,55000.0,0.25,0.08333333333333333,0
26.0,80000.0,RENT,5.0,DEBTCONSOLIDATION,C,25000.0,13.61,1,0.31,N,4.0,20-25,high-middle,very large,28402.499999999996,55000.0,0.19230769230769232,0.15384615384615385,0
22.0,185000.0,RENT,4.0,MEDICAL,B,25000.0,11.36,0,0.14,N,2.0,20-25,high,very large,27839.999999999996,160000.0,0.18181818181818182,0.09090909090909091,0
26.0,185000.0,OWN,10.0,PERSONAL,A,5000.0,7.68,0,0.03,N,2.0,20-25,high,small,5384.0,180000.0,0.38461538461538464,0.07692307692307693,0
24.0,184992.0,RENT,7.0,HOMEIMPROVEMENT,D,22000.0,14.46,0,0.12,Y,4.0,20-25,high,very large,25181.2,162992.0,0.2916666666666667,0.16666666666666666,0
23.0,184000.0,OWN,5.0,EDUCATION,B,2500.0,11.83,0,0.01,N,2.0,20-25,high,small,2795.75,181500.0,0.21739130434782608,0.08695652173913043,0
24.0,172000.0,MORTGAGE,6.0,DEBTCONSOLIDATION,C,20000.0,13.47,1,0.12,Y,4.0,20-25,high,very large,22694.0,152000.0,0.25,0.16666666666666666,0
24.0,183000.0,MORTGAGE,2.0,MEDICAL,B,20000.0,11.49,0,0.11,N,3.0,20-25,high,very large,22298.0,163000.0,0.08333333333333333,0.125,0
22.0,183000.0,MORTGAGE,3.0,EDUCATION,A,1000.0,8.924,0,0.01,N,2.0,20-25,high,small,1089.24,182000.0,0.13636363636363635,0.09090909090909091,0
25.0,182952.0,MORTGAGE,9.0,PERSONAL,A,15000.0,6.03,0,0.08,N,3.0,20-25,high,large,15904.5,167952.0,0.36,0.12,0
23.0,74004.0,RENT,7.0,DEBTCONSOLIDATION,E,25000.0,16.35,1,0.34,N,4.0,20-25,middle,very large,29087.5,49004.0,0.30434782608695654,0.17391304347826086,0
26.0,74004.0,RENT,10.0,DEBTCONSOLIDATION,D,25000.0,13.410000000000002,1,0.34,Y,4.0,20-25,middle,very large,28352.500000000004,49004.0,0.38461538461538464,0.15384615384615385,0
25.0,81000.0,RENT,5.0,DEBTCONSOLIDATION,A,25000.0,7.29,1,0.31,N,3.0,20-25,high-middle,very large,26822.5,56000.0,0.2,0.12,0
23.0,81600.0,RENT,1.0,MEDICAL,B,25000.0,11.36,1,0.31,N,3.0,20-25,high-middle,very large,27839.999999999996,56600.0,0.043478260869565216,0.13043478260869565,0
24.0,82000.0,RENT,8.0,VENTURE,B,25000.0,10.25,0,0.3,N,2.0,20-25,high-middle,very large,27562.5,57000.0,0.3333333333333333,0.08333333333333333,0
24.0,83000.0,RENT,5.0,EDUCATION,B,25000.0,11.12,0,0.3,N,3.0,20-25,high-middle,very large,27780.0,58000.0,0.20833333333333334,0.125,0
24.0,83000.0,RENT,5.0,PERSONAL,D,25000.0,12.92,0,0.3,Y,3.0,20-25,high-middle,very large,28230.0,58000.0,0.20833333333333334,0.125,0
24.0,180000.0,RENT,8.0,EDUCATION,E,18000.0,18.64,0,0.1,Y,4.0,20-25,high,very large,21355.199999999997,162000.0,0.3333333333333333,0.16666666666666666,0
23.0,180000.0,MORTGAGE,8.0,PERSONAL,A,28000.0,7.51,0,0.16,N,3.0,20-25,high,very large,30102.8,152000.0,0.34782608695652173,0.13043478260869565,0
23.0,14400.0,OWN,2.0,HOMEIMPROVEMENT,E,4000.0,16.7,1,0.28,N,2.0,20-25,low,small,4668.0,10400.0,0.08695652173913043,0.08695652173913043,0
22.0,14400.0,OWN,0.0,PERSONAL,B,2100.0,11.14,0,0.15,N,4.0,20-25,low,small,2333.94,12300.0,0.0,0.18181818181818182,0
22.0,84500.0,RENT,6.0,PERSONAL,F,25000.0,18.3,0,0.3,N,4.0,20-25,high-middle,very large,29575.0,59500.0,0.2727272727272727,0.18181818181818182,0
24.0,85000.0,RENT,5.0,MEDICAL,B,25000.0,10.62,0,0.29,N,4.0,20-25,high-middle,very large,27655.0,60000.0,0.20833333333333334,0.16666666666666666,0
24.0,180000.0,MORTGAGE,7.0,VENTURE,B,14000.0,11.99,0,0.08,N,2.0,20-25,high,large,15678.599999999999,166000.0,0.2916666666666667,0.08333333333333333,0
26.0,180000.0,MORTGAGE,2.0,VENTURE,B,12000.0,9.63,0,0.07,N,4.0,20-25,high,large,13155.6,168000.0,0.07692307692307693,0.15384615384615385,0
25.0,142800.0,MORTGAGE,9.0,MEDICAL,F,10000.0,18.25,1,0.06,N,4.0,20-25,high,medium,11825.000000000002,132800.0,0.36,0.16,0
23.0,14664.0,MORTGAGE,0.0,DEBTCONSOLIDATION,C,6000.0,10.106,1,0.41,N,4.0,20-25,low,medium,6606.36,8664.0,0.0,0.17391304347826086,0
24.0,87000.0,RENT,8.0,HOMEIMPROVEMENT,D,25000.0,14.84,0,0.29,N,3.0,20-25,high-middle,very large,28710.000000000004,62000.0,0.3333333333333333,0.125,0
24.0,75000.0,RENT,0.0,VENTURE,E,25000.0,14.7,1,0.33,Y,3.0,20-25,middle,very large,28675.0,50000.0,0.0,0.125,0
23.0,76000.0,RENT,7.0,DEBTCONSOLIDATION,D,25000.0,16.02,1,0.33,N,4.0,20-25,high-middle,very large,29005.000000000004,51000.0,0.30434782608695654,0.17391304347826086,0
23.0,66215.0,RENT,1.0,MEDICAL,D,25000.0,15.37,1,0.32,Y,2.0,20-25,middle,very large,28842.5,41215.0,0.043478260869565216,0.08695652173913043,0
25.0,90000.0,RENT,9.0,MEDICAL,B,25000.0,10.99,0,0.28,N,4.0,20-25,high-middle,very large,27747.500000000004,65000.0,0.36,0.16,0
21.0,15000.0,OWN,0.0,HOMEIMPROVEMENT,A,6200.0,7.9,1,0.41,N,2.0,20-25,low,medium,6689.8,8800.0,0.0,0.09523809523809523,0
26.0,180000.0,OWN,2.0,PERSONAL,B,25000.0,10.99,0,0.14,N,4.0,20-25,high,very large,27747.500000000004,155000.0,0.07692307692307693,0.15384615384615385,0
24.0,180000.0,OWN,8.0,EDUCATION,B,21000.0,11.48,0,0.12,N,3.0,20-25,high,very large,23410.8,159000.0,0.3333333333333333,0.125,0
25.0,180000.0,OWN,9.0,MEDICAL,C,20000.0,14.26,0,0.11,Y,4.0,20-25,high,very large,22852.0,160000.0,0.36,0.16,0
26.0,180000.0,OWN,0.0,HOMEIMPROVEMENT,A,10000.0,8.0,0,0.06,N,4.0,20-25,high,medium,10800.0,170000.0,0.0,0.15384615384615385,0
25.0,180000.0,MORTGAGE,3.0,VENTURE,B,9950.0,11.26,0,0.06,N,2.0,20-25,high,medium,11070.37,170050.0,0.12,0.08,0
23.0,15000.0,OWN,7.0,MEDICAL,B,4475.0,11.540000000000001,1,0.3,N,4.0,20-25,low,small,4991.415,10525.0,0.30434782608695654,0.17391304347826086,0
23.0,78000.0,RENT,2.0,VENTURE,D,25000.0,16.32,1,0.32,Y,3.0,20-25,high-middle,very large,29080.0,53000.0,0.08695652173913043,0.13043478260869565,0
25.0,66300.0,RENT,3.0,MEDICAL,E,25000.0,17.93,1,0.32,Y,4.0,20-25,middle,very large,29482.5,41300.0,0.12,0.16,0
23.0,90000.0,RENT,0.0,DEBTCONSOLIDATION,B,25000.0,11.36,0,0.28,N,3.0,20-25,high-middle,very large,27839.999999999996,65000.0,0.0,0.13043478260869565,0
24.0,79000.0,RENT,9.0,DEBTCONSOLIDATION,D,25000.0,14.96,1,0.32,Y,4.0,20-25,high-middle,very large,28740.0,54000.0,0.375,0.16666666666666666,0
24.0,91800.0,RENT,4.0,PERSONAL,C,25000.0,13.43,0,0.27,Y,3.0,20-25,high-middle,very large,28357.500000000004,66800.0,0.16666666666666666,0.125,0
25.0,92000.0,RENT,6.0,HOMEIMPROVEMENT,B,25000.0,12.69,0,0.27,N,3.0,20-25,high-middle,very large,28172.5,67000.0,0.24,0.12,0
24.0,92000.0,RENT,1.0,VENTURE,C,25000.0,12.73,0,0.27,Y,4.0,20-25,high-middle,very large,28182.5,67000.0,0.041666666666666664,0.16666666666666666,0
23.0,93600.0,RENT,3.0,VENTURE,D,25000.0,15.21,0,0.27,N,4.0,20-25,high-middle,very large,28802.499999999996,68600.0,0.13043478260869565,0.17391304347826086,0
23.0,15000.0,MORTGAGE,1.0,MEDICAL,C,1750.0,12.68,0,0.12,Y,3.0,20-25,low,small,1971.9,13250.0,0.043478260869565216,0.13043478260869565,0
23.0,70550.0,RENT,3.0,MEDICAL,F,25000.0,19.04,1,0.3,Y,4.0,20-25,middle,very large,29759.999999999996,45550.0,0.13043478260869565,0.17391304347826086,0
25.0,83800.0,RENT,2.0,DEBTCONSOLIDATION,D,25000.0,15.95,1,0.3,Y,3.0,20-25,high-middle,very large,28987.5,58800.0,0.08,0.12,0
26.0,175000.0,MORTGAGE,3.0,VENTURE,A,2600.0,8.9,0,0.01,N,4.0,20-25,high,small,2831.4,172400.0,0.11538461538461539,0.15384615384615385,0
25.0,175000.0,MORTGAGE,10.0,HOMEIMPROVEMENT,A,8000.0,7.9,0,0.05,N,2.0,20-25,high,medium,8632.0,167000.0,0.4,0.08,0
22.0,175000.0,MORTGAGE,6.0,EDUCATION,B,18000.0,10.35,0,0.1,N,2.0,20-25,high,very large,19863.0,157000.0,0.2727272727272727,0.09090909090909091,0
23.0,175000.0,MORTGAGE,8.0,PERSONAL,B,21000.0,11.99,0,0.12,N,3.0,20-25,high,very large,23517.899999999998,154000.0,0.34782608695652173,0.13043478260869565,0
23.0,15000.0,OWN,4.0,DEBTCONSOLIDATION,C,4000.0,13.98,1,0.27,N,4.0,20-25,low,small,4559.2,11000.0,0.17391304347826086,0.17391304347826086,0
23.0,15000.0,OWN,4.0,VENTURE,B,4600.0,10.99,1,0.31,N,2.0,20-25,low,small,5105.540000000001,10400.0,0.17391304347826086,0.08695652173913043,0
22.0,88000.0,RENT,6.0,DEBTCONSOLIDATION,D,25000.0,15.58,1,0.28,Y,2.0,20-25,high-middle,very large,28895.0,63000.0,0.2727272727272727,0.09090909090909091,0
25.0,74800.0,RENT,2.0,MEDICAL,B,25000.0,10.99,1,0.28,N,2.0,20-25,middle,very large,27747.500000000004,49800.0,0.08,0.08,0
25.0,88000.0,RENT,0.0,VENTURE,D,25000.0,14.96,1,0.28,N,4.0,20-25,high-middle,very large,28740.0,63000.0,0.0,0.16,0
25.0,15000.0,OWN,2.0,HOMEIMPROVEMENT,D,1750.0,15.31,0,0.12,Y,4.0,20-25,low,small,2017.925,13250.0,0.08,0.16,0
26.0,88000.0,RENT,2.0,VENTURE,D,25000.0,15.65,1,0.28,N,3.0,20-25,high-middle,very large,28912.500000000004,63000.0,0.07692307692307693,0.11538461538461539,0
25.0,100000.0,RENT,1.0,VENTURE,B,25000.0,9.33,0,0.25,N,4.0,20-25,high-middle,very large,27332.5,75000.0,0.04,0.16,0
23.0,15000.0,MORTGAGE,0.0,PERSONAL,C,3600.0,13.47,1,0.24,N,4.0,20-25,low,small,4084.92,11400.0,0.0,0.17391304347826086,0
24.0,102400.0,RENT,8.0,PERSONAL,B,25000.0,10.36,0,0.24,N,3.0,20-25,high,very large,27589.999999999996,77400.0,0.3333333333333333,0.125,0
24.0,92000.0,RENT,1.0,HOMEIMPROVEMENT,E,25000.0,16.77,1,0.27,Y,4.0,20-25,high-middle,very large,29192.5,67000.0,0.041666666666666664,0.16666666666666666,0
23.0,93000.0,RENT,0.0,DEBTCONSOLIDATION,D,25000.0,14.59,1,0.27,Y,2.0,20-25,high-middle,very large,28647.499999999996,68000.0,0.0,0.08695652173913043,0
22.0,175000.0,RENT,6.0,VENTURE,C,3500.0,11.91,0,0.02,Y,2.0,20-25,high,small,3916.85,171500.0,0.2727272727272727,0.09090909090909091,0
23.0,175000.0,MORTGAGE,3.0,EDUCATION,A,7200.0,8.38,0,0.04,N,3.0,20-25,high,medium,7803.360000000001,167800.0,0.13043478260869565,0.13043478260869565,0
25.0,174708.0,RENT,9.0,VENTURE,B,9000.0,10.59,0,0.05,N,3.0,20-25,high,medium,9953.1,165708.0,0.36,0.12,0
25.0,174000.0,MORTGAGE,2.0,DEBTCONSOLIDATION,C,8800.0,14.27,0,0.05,N,3.0,20-25,high,medium,10055.76,165200.0,0.08,0.12,0
26.0,174000.0,RENT,8.0,DEBTCONSOLIDATION,B,12000.0,12.53,0,0.07,N,4.0,20-25,high,large,13503.6,162000.0,0.3076923076923077,0.15384615384615385,0
25.0,162000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,E,25000.0,16.0,1,0.15,Y,3.0,20-25,high,very large,28999.999999999996,137000.0,0.2,0.12,0
26.0,173467.0,MORTGAGE,10.0,VENTURE,B,10000.0,11.71,0,0.06,N,4.0,20-25,high,medium,11171.0,163467.0,0.38461538461538464,0.15384615384615385,0
21.0,15000.0,OWN,0.0,HOMEIMPROVEMENT,C,3175.0,11.54,1,0.21,Y,3.0,20-25,low,small,3541.395,11825.0,0.0,0.14285714285714285,0
25.0,96000.0,RENT,2.0,HOMEIMPROVEMENT,E,25000.0,15.68,1,0.26,Y,4.0,20-25,high-middle,very large,28920.0,71000.0,0.08,0.16,0
21.0,15120.0,MORTGAGE,0.0,EDUCATION,B,1500.0,10.59,0,0.1,N,2.0,20-25,low,small,1658.8500000000001,13620.0,0.0,0.09523809523809523,0
24.0,97908.0,RENT,8.0,HOMEIMPROVEMENT,D,25000.0,12.61,1,0.26,Y,2.0,20-25,high-middle,very large,28152.500000000004,72908.0,0.3333333333333333,0.08333333333333333,0
26.0,110000.0,RENT,3.0,PERSONAL,C,25000.0,13.229999999999999,0,0.23,Y,2.0,20-25,high,very large,28307.499999999996,85000.0,0.11538461538461539,0.07692307692307693,0
23.0,15204.0,MORTGAGE,7.0,PERSONAL,A,2800.0,8.49,1,0.18,N,3.0,20-25,low,small,3037.72,12404.0,0.30434782608695654,0.13043478260869565,0
25.0,159600.0,RENT,0.0,PERSONAL,D,30000.0,17.27,1,0.19,Y,4.0,20-25,high,very large,35181.0,129600.0,0.0,0.16,0
24.0,171500.0,RENT,6.0,DEBTCONSOLIDATION,A,18000.0,8.9,0,0.1,N,4.0,20-25,high,very large,19602.0,153500.0,0.25,0.16666666666666666,0
25.0,170004.0,MORTGAGE,3.0,MEDICAL,B,10000.0,11.11,0,0.06,N,4.0,20-25,high,medium,11111.0,160004.0,0.12,0.16,0
24.0,158004.0,RENT,0.0,HOMEIMPROVEMENT,D,25000.0,14.59,1,0.16,Y,2.0,20-25,high,very large,28647.499999999996,133004.0,0.0,0.08333333333333333,0
26.0,170000.0,RENT,0.0,VENTURE,B,13000.0,12.42,0,0.08,N,3.0,20-25,high,large,14614.6,157000.0,0.0,0.11538461538461539,0
24.0,83300.0,RENT,0.0,MEDICAL,D,25000.0,13.386000000000001,1,0.26,N,2.0,20-25,high-middle,very large,28346.500000000004,58300.0,0.0,0.08333333333333333,0
24.0,110000.0,RENT,7.0,HOMEIMPROVEMENT,D,25000.0,15.7,0,0.23,Y,2.0,20-25,high,very large,28925.0,85000.0,0.2916666666666667,0.08333333333333333,0
22.0,15360.0,OWN,7.0,HOMEIMPROVEMENT,B,2500.0,12.53,1,0.16,N,3.0,20-25,low,small,2813.25,12860.0,0.3181818181818182,0.13636363636363635,0
